review_text,sentiments
Worst Quality it's not the fault of Yonex but this hera pheri is done by Flipkart facility centre it's fare with costumer it's loss of time and moneyREAD MORE,0
"Good Product.  Thanks, flipkart, for fastest deliveryREAD MORE",1
The product was with low quality. Waste of moneyREAD MORE,0
Super quality and worth for moneyREAD MORE,1
We always prefer this one 🏸READ MORE,0
Product is goodREAD MORE,0
Very good quality.READ MORE,1
"The shuttles was excellent , many are thinking that the shuttles which we are buying can be develivered as a duplicate ones but they are real.READ MORE",1
Really goodREAD MORE,0
Good 👍🏻READ MORE,1
SuperREAD MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
It is original one and one day delivery within 24hrsREAD MORE,1
It will become damaged after two gamesREAD MORE,0
Nice but 10game after loose corkREAD MORE,1
GoodREAD MORE,0
GoodREAD MORE,0
Not goodREAD MORE,0
GoodREAD MORE,0
"After 2 ,3 games it is spinningREAD MORE",0
GoodREAD MORE,0
It's not good..READ MORE,0
NiceREAD MORE,0
Very goodREAD MORE,0
GoodREAD MORE,0
Nice not goodREAD MORE,1
BadREAD MORE,0
SuperbREAD MORE,0
GoodREAD MORE,0
As usual best in marketREAD MORE,1
Excellent shuttles for intermediate players in indoorREAD MORE,1
Quality of this product become poor when we buying from flipkart...nit recommendedREAD MORE,0
NiceREAD MORE,0
Worst qualityREAD MORE,0
GoodREAD MORE,0
Worth of CostREAD MORE,1
SuparREAD MORE,0
GoodREAD MORE,0
best in marketREAD MORE,1
It is very good product it is better than other Yonex suttle in the range of 1100 aproxREAD MORE,1
Good qualityREAD MORE,1
GoodREAD MORE,0
Nice good QualityREAD MORE,1
Good productREAD MORE,1
Excellent productREAD MORE,1
Good sbuttle's👍🏻READ MORE,1
Good but delivery date is lateREAD MORE,1
"Product are good only, but we received the stocks ,which is 3-4 month befor manufactured.READ MORE",1
Great product. Timely deliveryREAD MORE,1
GoodREAD MORE,0
The bestREAD MORE,0
Best qualityREAD MORE,1
My daughter is happy n dilivary  boy behavior is very goodREAD MORE,1
Very Light Weight compare to offline productsREAD MORE,0
Very good qualityREAD MORE,1
NiceREAD MORE,0
good productREAD MORE,1
Good oneREAD MORE,1
"The mavis 350 nylon shuttle quality is poor, it lost its shape within two matches of playREAD MORE",0
Fantastic Product and Absolutely amazed by the pricing of this and the speedy delivery within 2 days to my doorstep.😃READ MORE,1
AwesomeREAD MORE,0
Nice product good quality some pics are very slowREAD MORE,1
NiceREAD MORE,0
Very nice shuttleREAD MORE,1
GoodREAD MORE,0
Very goodREAD MORE,0
Very goodREAD MORE,0
Ok goodREAD MORE,1
Good to playREAD MORE,1
Nice productREAD MORE,1
Not badREAD MORE,0
Value for money bad productREAD MORE,0
It lasted only 2 3 hours of play.READ MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
Good productREAD MORE,1
NiceREAD MORE,0
Good playREAD MORE,1
Good qualityREAD MORE,1
Good productREAD MORE,1
Good qualityREAD MORE,1
Very nice must buy..READ MORE,1
Faster than the shuttle I bought from shop. Getting spoilt in an hour game and all shots go out of court.READ MORE,0
Good productREAD MORE,1
Not the best...READ MORE,0
ExcellentREAD MORE,0
Good productREAD MORE,1
Shuttle getting damaged in a single gameREAD MORE,0
It's niceREAD MORE,0
Superb ❤️❤️👌READ MORE,1
Fine for play but costlyREAD MORE,1
Very goodREAD MORE,0
The bottoms of the corks are having lot of holes and which are easily get damaged after 3 to 4 matchesREAD MORE,0
Product is not good qualityREAD MORE,1
Fast delivery and price low cost I am very happy to buy this itemREAD MORE,1
Valueable product...READ MORE,0
Nice productREAD MORE,1
I got original product. We play between intermediate and advance level. 7 days have passed still we are using the first shuttle from the barrel.  A single shuttle can last for around 10-15 days ( 1hr game daily). I am satisfied with the product and it's durability. We play on a outdoor cement  court.READ MORE,1
Very goodREAD MORE,0
Very nice productREAD MORE,1
Not good not bring money WestREAD MORE,1
Very nice goodREAD MORE,1
Nice for intermediate levels not suit6for begginersREAD MORE,1
AwesomeSuper Fantastic satalREAD MORE,1
Power playREAD MORE,0
Awesome productREAD MORE,1
Long lifeREAD MORE,0
"Counterfeit product, not playable after 3 games. Worst qualityREAD MORE",0
SuperREAD MORE,0
GoodREAD MORE,0
Worth of moneyREAD MORE,1
Super 👍👍👍READ MORE,1
Orignal shuttle...loved it 👍READ MORE,0
This is the worsted products I have received from FlipkartREAD MORE,0
Quality and durability is very worst.READ MORE,0
Best product👍READ MORE,1
Old stockREAD MORE,0
Good productREAD MORE,1
"Durable, slow And even flightREAD MORE",0
GoodREAD MORE,0
GoodREAD MORE,0
SuperREAD MORE,0
So badREAD MORE,0
SuparREAD MORE,0
It is worst I play one day and it is broken.READ MORE,0
Very bad quality shuttles. The bottom part comes off in just one game.READ MORE,0
"Very very bad quality. The Yonex Mavis 350 shuttle cork is so bad, we have never got a cork before this, we don't even get a game, it is such a bad cork. All 3 corks in a box are pulled together.READ MORE",0
Good oneREAD MORE,1
Very bad qualityREAD MORE,0
Very bad qualityREAD MORE,0
goodREAD MORE,0
Excellence one....READ MORE,1
Yonex Mavis 350 is the best shuttles😊 from the other shuttles because the flight of the mavis 350 is very good👍 and i love this product 🤗READ MORE,1
Best :)READ MORE,1
"The shuttle lasts up to 10-15 days, below satisfactory.READ MORE",0
Very worst. Quality is very bad. Only one two games the head separated. Totally waste of money.READ MORE,0
Quality not goodREAD MORE,0
Excellent productREAD MORE,1
"It's good Shuttle, You can go for it.READ MORE",1
GoodREAD MORE,0
NiceREAD MORE,0
original shuttleREAD MORE,1
FineREAD MORE,0
Good 👍READ MORE,1
Very goodREAD MORE,0
good dealREAD MORE,1
Good productREAD MORE,1
Good productREAD MORE,1
Quickly damaged the wingsREAD MORE,0
Very badREAD MORE,0
Good productREAD MORE,1
GoodREAD MORE,0
Shuttle quality is worst. Usually a mavis 350 shuttle will last for 2 days based on our play. But this shuttle lasting for only one day. Worst boxes.READ MORE,0
Good qualityREAD MORE,1
This is good for beginners.READ MORE,1
Nice delivery boy  good behavior thanks flipkartREAD MORE,1
Product is new and quality is excellent as usualREAD MORE,1
Wonderful 💖💖💖💖 thank you Utpal daREAD MORE,1
Nice oneREAD MORE,1
SuperREAD MORE,0
Very good product 😊READ MORE,1
Nice productREAD MORE,1
GoodREAD MORE,0
Nice productREAD MORE,1
goodREAD MORE,0
niceREAD MORE,0
Very goodREAD MORE,0
Very poor qualityREAD MORE,0
Worst stock it has broken with in two gamesREAD MORE,0
NiceREAD MORE,0
Bad qualityREAD MORE,0
Very nice shuttleREAD MORE,1
Very poor quality.. Dont buy again..READ MORE,0
Very bad 350 Nylon Shuttle.only one match life span.READ MORE,0
SuperREAD MORE,0
Best shuttle for outdoor badminton.READ MORE,1
Simply Super 👌READ MORE,1
WorrestREAD MORE,0
GoodREAD MORE,0
nice productREAD MORE,1
Product was to fast moving. Wastage of moneyREAD MORE,0
Nice product 👍👍READ MORE,1
Quality is too poorREAD MORE,0
Good productREAD MORE,1
Good qualityREAD MORE,1
Not badREAD MORE,0
WonderfulREAD MORE,0
Very goodREAD MORE,0
Worst productREAD MORE,0
Quality is poor.READ MORE,0
Good one and on time delivery..READ MORE,1
SupportREAD MORE,0
Nice productREAD MORE,1
Very niceREAD MORE,0
Very goodREAD MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
One sound is workingREAD MORE,0
Original stuff.Else you know about 350.READ MORE,1
Good productREAD MORE,1
Good productREAD MORE,1
GoodREAD MORE,0
very good productREAD MORE,1
Nice productREAD MORE,1
Quality of the product is too bad Don't waste the moneyREAD MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
Very expensive and not good quality... So dont buyREAD MORE,1
GoodREAD MORE,0
Good quality but can be betterREAD MORE,1
"The shuttles I received were fake and literally broke off within 1 weeks of usage . Every time we took out a new shuttle from the box, it looked new but broke off within a game or two max.READ MORE",0
Within one hour two shuttle got broken at the bottom. We should not buy it onlineREAD MORE,0
Worst productREAD MORE,0
Good productREAD MORE,1
GoodREAD MORE,0
NiceREAD MORE,0
Good qualityREAD MORE,1
This product is very branded and nice...READ MORE,0
Awesome product for indoor and outdoor also ...❤️..but price is to high ..🥺READ MORE,1
Quality is nice... I appreciateREAD MORE,1
SatisfiedREAD MORE,0
Bad productREAD MORE,0
GoodREAD MORE,0
Good productREAD MORE,1
Nice productREAD MORE,1
GoodREAD MORE,0
AwasomeREAD MORE,0
It's really awesomeREAD MORE,0
SuperREAD MORE,0
GoodREAD MORE,0
Good productREAD MORE,1
The shuttle is working perfectlyREAD MORE,0
NiceREAD MORE,0
GudREAD MORE,0
Super goodREAD MORE,1
Better to intermediate nd biggnerREAD MORE,1
goodREAD MORE,0
"Good product,READ MORE",1
FineREAD MORE,0
Super exalent iam very happy thank youREAD MORE,1
Not as we expected in qualityREAD MORE,0
Very bad qualityREAD MORE,0
NiceREAD MORE,0
"Waste product.High speed shuttles, not useful to intermediate or advanced players.Looting money with sub-standard Products😡READ MORE",1
GoodREAD MORE,0
Fabulous shuttlecock is good for all medium playersREAD MORE,1
WorstREAD MORE,0
GoodREAD MORE,0
"When I order Yonex MAVIS 350 Slow Speed ball but he send some low quality ball, not puy tha product really worst quality don't buy this product pleaseREAD MORE",0
It wa goodREAD MORE,0
SuperREAD MORE,0
GoodREAD MORE,0
Awsome product and one shuttle wears out in 8 gamesREAD MORE,0
Very good quality productREAD MORE,1
Good quality.READ MORE,1
Nice shuttlecocksREAD MORE,1
GoodREAD MORE,0
old productREAD MORE,0
GoodREAD MORE,0
Good ProductREAD MORE,1
Very bad 😤😤😤😤😤😤😤READ MORE,0
Orginal quality productREAD MORE,0
Good but high price...READ MORE,1
Best shuttlecocks in indoor and outdoor badmintonREAD MORE,1
GoodREAD MORE,0
Worst qualityREAD MORE,0
Excellent productREAD MORE,1
ExlentREAD MORE,0
GoodREAD MORE,0
SuperREAD MORE,0
PerfectREAD MORE,0
Good but very costlyREAD MORE,1
Good product👍READ MORE,1
GoodREAD MORE,0
Very goodREAD MORE,0
"Very good quality, happy with the purchaseREAD MORE",1
It's original and it's the best.Go for it without hesitation.READ MORE,1
Good product. great experienceREAD MORE,1
Shuttle is very good 🙂READ MORE,1
Tq flippy it's original barrelREAD MORE,1
Real Yonex..satisfiedREAD MORE,0
SuperREAD MORE,0
Best shuttle of Mavis company. And thanks to flipcart service .READ MORE,1
SuperREAD MORE,0
To goodREAD MORE,0
BestREAD MORE,0
awesomeREAD MORE,0
Awesome quality.READ MORE,1
GoodREAD MORE,0
GoodREAD MORE,0
Nice 👍READ MORE,1
Awesome product indeed. The closest to feather shuttleREAD MORE,1
PerfectREAD MORE,0
"Nice product with best quality, if you are beginner  just go for it.Really worth for the money you spent.READ MORE",1
Perfectly geniune product....Thank you seller....READ MORE,1
Very good productREAD MORE,1
Best in classREAD MORE,1
SuperREAD MORE,0
GreatREAD MORE,0
GoodREAD MORE,0
NiceREAD MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
GoodREAD MORE,0
Worst qualityREAD MORE,0
Superb ..nodoubtREAD MORE,1
"In terms of flight, stability and durability only 350  is better and can be consider nearly similar to feather Shuttles (AS 2 or rsl no. 5) otherwise all other mavis shuttles (300, 2000, 600 etc.) are not so goodREAD MORE",1
Best shuttle in this price. Quality is so good and good to play.READ MORE,1
